categroy,people,datetime,name,address
职能类,1,2018-04-27,BJ-安全管理经理,北京
产品/项目类,1,2018-04-27,SNG02-腾讯云汽车行业产品总监（深圳）,深圳
技术类,1,2018-04-27,SNG02-腾讯云汽车行业方案架构师（北京/上海/深圳）,深圳
技术类,1,2018-04-27,SNG02-腾讯云汽车行业方案架构师（北京/上海/深圳）,北京
市场类,1,2018-04-27,22990-腾讯云市场经理（深圳）,深圳
技术类,1,2018-04-27,15573-移动游戏客户端开发工程师（上海）,上海
设计类,1,2018-04-27,15573-MMOG手游交互设计师(上海),上海
技术类,1,2018-04-27,20503-智能商超研发工程师（上海）,上海
技术类,1,2018-04-27,WXG01-117 微信iOS客户端开发工程师（深圳）,深圳
市场类,1,2018-04-27,22990-金融云商务拓展经理（深圳）,深圳
技术类,1,2018-04-27,25663-腾讯云研发副总监（互联网业务）,北京
产品/项目类,1,2018-04-27,25663-腾讯云产品副总监(互联网业务),北京
技术类,2,2018-04-27,22989-腾讯云产品架构师（偏生态建设方向）（深圳）,深圳
产品/项目类,1,2018-04-27,SNG08-天天P图移动客户端策划岗位（上海）,上海
技术类,1,2018-04-27,WXG07-113 微信广研后台开发工程师（广州）,广州
技术类,2,2018-04-27,TEG14-分布式NOSQL存储后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,MIG18-开放平台广告算法工程师（深圳）,深圳
产品/项目类,1,2018-04-27,21309-企鹅辅导高级产品策划经理（深圳）,深圳
技术类,2,2018-04-27,TEG15-运营平台开发工程师（深圳）,深圳
技术类,1,2018-04-27,15570-新RPG手游高级引擎开发工程师（深圳）,深圳
技术类,1,2018-04-27,SNG16-腾讯音乐全民K歌音频算法工程师（深圳）,深圳
技术类,1,2018-04-27,25663-广告/营销云（高级）工程师（上海）,上海
技术类,1,2018-04-27,SNG08-QQ空间WEB前端工程师（深圳）,深圳
市场类,3,2018-04-27,17467-SNG市场部-品牌经理（深圳）,深圳
产品/项目类,1,2018-04-27,25663-游戏行业云产品运营-海外方向（深圳）,深圳
技术类,2,2018-04-27,TEG14-资深中间件研发工程师（深圳）,深圳
技术类,2,2018-04-27,SNG08-图像算法岗位（上海）,上海
产品/项目类,1,2018-04-27,15575-《王者荣耀》资深关卡策划（成都）,成都
产品/项目类,1,2018-04-27,SNG02-腾讯云行业高级运营经理（昆明）,昆明
技术类,1,2018-04-27,SNG02-腾讯云行业方案架构师（昆明）,昆明
产品/项目类,1,2018-04-27,15581-棋牌游戏研发策划(深圳),深圳
技术类,1,2018-04-27,MIG03-后台开发高级工程师（深圳）,深圳
技术类,2,2018-04-27,25663-智慧零售行业Web开发工程师（深圳）,深圳
技术类,2,2018-04-27,18428-金融云后台开发工程师,深圳
产品/项目类,1,2018-04-27,SNG04-兴趣部落产品策划（深圳）,深圳
职能类,1,2018-04-27,AQ-内容安全系统验证经理,北京
技术类,1,2018-04-27,22989-腾讯云网络运维高级工程师（深圳）,深圳
技术类,1,2018-04-27,SNG07-天天P图系统测试工程师,上海
技术类,1,2018-04-27,SNG07-测试开发工程师（上海）,上海
技术类,1,2018-04-27,SNG07-看点系统测试工程师（上海）,上海
技术类,1,2018-04-27,SNG16-腾讯音乐音频算法工程师（深圳）,深圳
技术类,1,2018-04-27,SNG16-腾讯音乐音质检测与评估算法工程师（深圳）,深圳
市场类,2,2018-04-27,25669-行业策略规划岗（深圳）,深圳
产品/项目类,2,2018-04-27,SNG04-兴趣部落运营经理（北京）,北京
技术类,2,2018-04-27,20503-视频AI算法研究员（上海）,上海
职能类,5,2018-04-27,18924-部门秘书（深圳）,深圳
技术类,1,2018-04-27,TEG05-情报分析师（深圳）,深圳
职能类,2,2018-04-27,S2-风险管理及内部控制分析师(IT或数据分析方向)(深圳),深圳
技术类,1,2018-04-27,22989-腾讯云大数据开发工程师,深圳
产品/项目类,2,2018-04-27,22989-腾讯云存储产品运营（深圳/北京）,深圳
产品/项目类,1,2018-04-27,SNG02-腾讯云项目经理（昆明）,昆明
技术类,1,2018-04-27,22989-腾讯云音视频高级开发工程师（深圳）,深圳
技术类,1,2018-04-27,MIG03-电脑管家测试组长（深圳）,深圳
产品/项目类,1,2018-04-27,25663-腾讯云官网产品运营经理（深圳）,深圳
设计类,1,2018-04-27,15571-高级技术美术（深圳）,深圳
技术类,2,2018-04-27,MIG16-地图众包计算机视觉高级算法工程师,北京
技术类,1,2018-04-27,MIG16-地图众包Web前端开发,北京
技术类,1,2018-04-27,21882-医疗类高级算法工程师,深圳
市场类,2,2018-04-27,22990-互联网+商务拓展（深圳）,深圳
市场类,2,2018-04-27,22990-互联网+商务拓展（北京）,北京
技术类,1,2018-04-27,22989-腾讯云高级业务运维工程师（深圳）,深圳
产品/项目类,1,2018-04-27,25663-金融云官网运营经理（深圳）,深圳
技术类,1,2018-04-27,22989-腾讯云CDN高级研发工程师（大数据方向）（深圳）,深圳
市场类,2,2018-04-27,22990-互联网+商务拓展（成都）,成都
市场类,2,2018-04-27,22850-用户研究经理,北京
产品/项目类,1,2018-04-27,19116-腾讯觅影数据分析高级产品经理（深圳）,深圳
技术类,2,2018-04-27,WXG01-117 微信iOS客户端业务开发工程师（广州）,广州
职能类,1,2018-04-27,21645-SNG法务,深圳
技术类,1,2018-04-27,SNG11-数据分析师（深圳）,深圳
技术类,2,2018-04-27,SNG07-高级系统测试工程师（深圳）,深圳
技术类,1,2018-04-27,MIG18-机器学习算法工程师（深圳）,深圳
内容编辑类,1,2018-04-27,SNG01-QQ短视频创意策划（深圳）,深圳
产品/项目类,1,2018-04-27,MIG10-微回收行业运营（深圳）,深圳
市场类,1,2018-04-27,22850-用户精细化运营经理,北京
技术类,2,2018-04-27,15581-欢乐麻将Unity开发工程师（深圳）,深圳
技术类,1,2018-04-27,22989-腾讯云服务器系统工程师（深圳）,深圳
技术类,6,2018-04-27,SNG01-QQ-后台开发工程师（深圳）,深圳
市场类,1,2018-04-27,25666-游戏云商务拓展（北京）,北京
技术类,4,2018-04-27,18428-财付通清算业务开发工程师（深圳）,深圳
技术类,1,2018-04-27,SNG11-运营开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,15582-资深业务分析岗,深圳
职能类,1,2018-04-27,20764-高级政务经理（医疗方向）,北京
设计类,1,2018-04-27,23296-互娱创意指导（深圳）,深圳
技术类,2,2018-04-27,23296-互娱前端开发工程师（深圳）,深圳
技术类,3,2018-04-27,WXG06-114 微信支付应用开发工程师（深圳）,深圳
设计类,1,2018-04-27,15575-《王者荣耀》高级交互设计师（成都）,成都
产品/项目类,1,2018-04-27,15575-《王者荣耀》市场内容运营（成都）,成都
市场类,1,2018-04-27,22850-腾讯视频会员数据分析师,北京
市场类,1,2018-04-27,22850-会员数据产品分析师,北京
技术类,1,2018-04-27,MIG16-自动驾驶三维感知算法专家（北京),北京
技术类,1,2018-04-27,MIG16-自动驾驶SLAM算法工程师（北京）,北京
技术类,1,2018-04-27,25663-腾讯云高级后台开发(互联网业务)（北京）,北京
技术类,1,2018-04-27,WXG04-113 微信小游戏后台开发工程师（深圳、广州）,深圳
技术类,2,2018-04-27,SNG11-运营部强将线上流程岗位,深圳
技术类,2,2018-04-27,TEG04-腾讯乐享PHP开发工程师（深圳）,深圳
内容编辑类,2,2018-04-27,22087-体育电竞内容制作（北京）,北京
技术类,1,2018-04-27,SNG02-视频云解决方案架构师（北京/上海/深圳）,深圳
产品/项目类,1,2018-04-27,MIG16-定位NLP产品经理（北京）,北京
产品/项目类,1,2018-04-27,MIG16-地图众包高级产品运营（北京）,北京
技术类,1,2018-04-27,MIG16-MIG16-地图数据系统高级开发工程师,北京
技术类,1,2018-04-27,MIG16-大数据AI高级工程师(北京),北京
产品/项目类,1,2018-04-27,25663-腾讯专有云高级产品经理(IAAS)（深圳）,深圳
职能类,1,2018-04-27,AQ-安全产品经理（深圳）,深圳
技术类,1,2018-04-27,TEG01-后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,TEG01-自然语言处理工程师（深圳）,深圳
技术类,1,2018-04-27,SNG08-QQ空间平台后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,WXG02-154 微信游戏系统测试工程师（深圳）,深圳
产品/项目类,1,2018-04-27,15573-MMOG手游资深世界观文案策划（上海）,上海
产品/项目类,2,2018-04-27,23486-自选股行情产品经理-港美股（北京）,北京
技术类,2,2018-04-27,SNG03-互动视频C++/C后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,20503-计算机视觉专家研究员（上海）,上海
产品/项目类,2,2018-04-27,20772-企鹅影视电视剧制片人（北京）,北京
产品/项目类,2,2018-04-27,20772-自制综艺节目制片人（北京）,北京
技术类,1,2018-04-27,WXG01-117 微信Android客户端开发（广州）,广州
技术类,2,2018-04-27,22989-腾讯云云市场前端高级工程师 （深圳）,深圳
,1,2018-04-27,14914-整合传播公关经理（深圳）,深圳
市场类,1,2018-04-27,23292-品牌经理（深圳）,深圳
技术类,1,2018-04-27,25663-金融云区块链高级研发工程师（深圳）,深圳
市场类,1,2018-04-27,15712-互娱商业分析经理(深圳),深圳
产品/项目类,1,2018-04-27,MIG16-腾讯地图产品经理（探索项目）（北京）,北京
技术类,1,2018-04-27,TEG05-高级数据挖掘工程师（深圳）,深圳
职能类,2,2018-04-27,TEG06-高级售前技术工程师（北京）,北京
技术类,1,2018-04-27,TEG05-后台系统开发工程师（深圳）,深圳
设计类,1,2018-04-27,WXG10-411 企业微信视觉设计师（广州）,广州
市场类,1,2018-04-27,22990-腾讯云投资并购经理（深圳/北京/上海）,深圳
技术类,1,2018-04-27,TEG13-python 计算后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,22989-腾讯云数据中心运营规划工程师（深圳）,深圳
技术类,2,2018-04-27,22989-腾讯云网络后台系统开发工程师（深圳）,深圳
技术类,2,2018-04-27,MIG18-机器学习系统开发工程师（深圳）,深圳
职能类,1,2018-04-27,TEG06-高级售前技术工程师（深圳）,深圳
产品/项目类,1,2018-04-27,24491-王者荣耀全球版-欧美游戏内容运营（深圳）,深圳
技术类,2,2018-04-27,22989-腾讯云资源管理规划工程师(深圳),深圳
市场类,1,2018-04-27,23294-电竞明星经纪（深圳）,深圳
市场类,1,2018-04-27,22990-腾讯云创投生态BD经理（北京）,北京
技术类,1,2018-04-27,TEG02-机器学习工程师（深圳）,深圳
技术类,2,2018-04-27,SNG02-腾讯云小微高级后台开发工程师（杭州）,深圳
技术类,2,2018-04-27,18435-风控策略java开发工程师,深圳
产品/项目类,1,2018-04-27,MIG10-运营商产品策划（深圳）,深圳
产品/项目类,1,2018-04-27,18436-财付通金融高级量化产品经理,深圳
技术类,1,2018-04-27,HY2-海外游戏运维工程师（深圳）,深圳
职能类,1,2018-04-27,23677-互娱服务采购经理（深圳）,深圳
产品/项目类,1,2018-04-27,24491-王者荣耀全球版-海外游戏数据分析（深圳）,深圳
技术类,2,2018-04-27,TEG05-高级流量分析工程师（深圳）,深圳
产品/项目类,1,2018-04-27,23671-资深渠道/产品运营经理(上海）,上海
产品/项目类,1,2018-04-27,23671-资深渠道/产品运营经理(深圳）,深圳
技术类,1,2018-04-27,15573-手游客户端开发工程师（上海）,上海
产品/项目类,1,2018-04-27,23671-企鹅号原生广告策划运营（北京）,北京
技术类,1,2018-04-27,MIG16-自动驾驶仿真模拟系统-模拟仿真工程师,北京
技术类,1,2018-04-27,MIG16-自动驾驶机器人轨迹规划算法工程师,北京
技术类,1,2018-04-27,MIG16-自动驾驶机器人SLAM算法工程师(北京),北京
产品/项目类,1,2018-04-27,22990-行业解决方案顾问（深圳）,深圳
技术类,1,2018-04-27,MIG03-腾讯MIG研发部架构师（深圳）,深圳
产品/项目类,1,2018-04-27,MIG16-腾讯地图产品运营——活动运营（北京）,北京
产品/项目类,1,2018-04-27,24491-王者荣耀全球版-海外游戏版本管理（深圳）,深圳
市场类,2,2018-04-27,22990-行业大客户销售经理-营销云（北京）,北京
市场类,1,2018-04-27,22990-行业大客户销售总监-营销云（北京）,北京
技术类,1,2018-04-27,MIG03-高级后台测试工程师（深圳）,深圳
技术类,1,2018-04-27,MIG03-前端开发工程师（大连）,大连
技术类,1,2018-04-27,MIG03-android开发工程师（大连）,大连
技术类,1,2018-04-27,MIG03-车联网测试负责人（北京）,北京
技术类,1,2018-04-27,19157-车联物联安全 - 产品研发工程师（上海）,上海
技术类,2,2018-04-27,25663-智慧零售行业企业架构师（北京/上海/深圳/成都）,成都
技术类,1,2018-04-27,22989-腾讯云PAAS产品架构师（北京）,北京
产品/项目类,1,2018-04-27,17229-射击游戏数值策划（深圳）,深圳
技术类,1,2018-04-27,17520-手游后台开发工程师(深圳）,深圳
技术类,1,2018-04-27,MIG03-C++测试开发工程师（深圳）,深圳
技术类,1,2018-04-27,WXG01-122 微信数据挖掘高级工程师（广州）,广州
技术类,1,2018-04-27,GY0-运营开发工程师（深圳）,深圳
市场类,1,2018-04-27,23293-互娱海外品牌经理（深圳）,深圳
技术类,2,2018-04-27,TEG11-搜索引擎后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,MIG16-地图大数据平台高级开发工程师(北京),北京
技术类,1,2018-04-27,MIG16-计算机视觉高级算法工程师（北京）,北京
产品/项目类,1,2018-04-27,15569-QQ飞车手游运营策划,深圳
设计类,1,2018-04-27,15569-QQ飞车手游高级游戏技术美术,深圳
技术类,1,2018-04-27,15569-QQ飞车手游高级客户端开发,深圳
技术类,3,2018-04-27,WXG01-122 微信数据科学家,广州
设计类,1,2018-04-27,15569-QQ飞车手游高级UI交互设计师,深圳
技术类,1,2018-04-27,HY1-用户画像大数据分析工程师（深圳）,深圳
技术类,1,2018-04-27,MIG18-AI开放平台后台开发工程师（深圳）,深圳
市场类,1,2018-04-27,22990-腾讯云市场资深运营专员（深圳）,深圳
产品/项目类,1,2018-04-27,18402-内外部合作与市场推广接口人,深圳
市场类,2,2018-04-27,22990-金融云商务拓展经理（上海）,上海
技术类,2,2018-04-27,22989-游戏云后台研发高级工程师,深圳
产品/项目类,2,2018-04-27,SNG08-阅读内容运营（深圳）,深圳
技术类,1,2018-04-27,19332-企业产品Android开发（上海）,上海
技术类,1,2018-04-27,15573-U3D MMORPG客户端开发高级工程师（上海）,上海
设计类,2,2018-04-27,SNG10-多媒体设计师（深圳）,深圳
市场类,1,2018-04-27,23295-互娱娱乐营销市场经理(深圳),深圳
技术类,1,2018-04-27,MIG18-核心算法工程师（深圳）,深圳
技术类,1,2018-04-27,15503-系统漏洞研究工程师（北京）,北京
产品/项目类,1,2018-04-27,23516-移动游戏本地化策划,深圳
技术类,5,2018-04-27,WXG01-111 微信数据分析师,广州
产品/项目类,1,2018-04-27,MIG18-商业化策略产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,MIG07-办公功能产品策划经理（深圳）,深圳
产品/项目类,1,2018-04-27,SA-腾讯社交广告流量生态平台合作运营经理（微信广告 深圳）,深圳
产品/项目类,1,2018-04-27,SA-腾讯社交广告房产家装行业运营经理（微信广告 深圳）,深圳
产品/项目类,1,2018-04-27,SA-腾讯社交广告产品策划经理（微信广告 深圳）,深圳
产品/项目类,1,2018-04-27,MIG16-腾讯地图搜索产品经理,北京
市场类,1,2018-04-27,22089-体育经纪人（北京）,北京
产品/项目类,1,2018-04-27,MIG06-智能硬件质管项目经理（深圳）,深圳
技术类,6,2018-04-27,25663-智慧零售行业数据分析工程师（深圳/成都/北京）,成都
产品/项目类,1,2018-04-27,25663-腾讯专有云高级产品经理(平台)（深圳）,深圳
产品/项目类,1,2018-04-27,25663-腾讯专有云高级产品经理(PAAS)（深圳）,深圳
产品/项目类,2,2018-04-27,XN-竞猜产品策划经理（深圳）,深圳
技术类,1,2018-04-27,GY0-海外腾讯云解决方案架构师（深圳）,深圳
技术类,1,2018-04-27,TEG04-JAVA高级开发工程师,深圳
设计类,1,2018-04-27,16810-腾讯动漫视觉设计师（深圳）,深圳
产品/项目类,2,2018-04-27,SA-腾讯社交广告汽车行业经理,上海
技术类,1,2018-04-27,15573-手游客户端开发工程师（上海）,上海
产品/项目类,1,2018-04-27,24012-游戏社交产品策划（深圳）,深圳
产品/项目类,1,2018-04-27,21229-回合手游资深运营策划（上海）,上海
职能类,1,2018-04-27,AQ-产品安全经理（北京）,北京
产品/项目类,2,2018-04-27,19822-影视制片人（北京）,北京
技术类,1,2018-04-27,15571-unity客户端开发工程师（深圳）,深圳
技术类,2,2018-04-27,SNG02-视频云ios开发（深圳）,深圳
技术类,4,2018-04-27,TEG11-推荐系统算法研发工程师（北京）,北京
技术类,2,2018-04-27,SNG16-全民K歌Android开发工程师（深圳）,深圳
技术类,1,2018-04-27,22989-移动云解决方案架构师（北京/上海/深圳）,深圳
技术类,1,2018-04-27,MIG16-自动驾驶融合感知(北京),北京
技术类,1,2018-04-27,MIG16-自动驾驶深度学习算法专家（北京）,北京
技术类,1,2018-04-27,MIG16-视觉SLAM无人车定位算法工程师,北京
技术类,1,2018-04-27,SNG11-安管合规服务管理（深圳）,深圳
技术类,1,2018-04-27,WXG06-115 微信支付web前端开发工程师（深圳）,深圳
职能类,2,2018-04-27,CG-运营类采购商务主管,深圳
产品/项目类,1,2018-04-27,21309-数据分析产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,MIG16-腾讯地图产品经理（北京）,北京
产品/项目类,1,2018-04-27,MIG16-自动驾驶产品经理(北京),北京
产品/项目类,1,2018-04-27,WXG04-222 微信游戏合作产品经理(深圳),深圳
市场类,3,2018-04-27,25666-行业大客户销售经理-营销云（深圳）,深圳
产品/项目类,1,2018-04-27,17229-主策划/高级游戏策划（深圳）,深圳
产品/项目类,1,2018-04-27,23517-《云裳羽衣》手游优化与版本管理,深圳
产品/项目类,1,2018-04-27,MIG06-应用宝AI高级产品策划经理（深圳）,深圳
产品/项目类,1,2018-04-27,22989-腾讯云政务民生产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,WXG05-311 互联网+行业合作高级经理(广州),广州
技术类,2,2018-04-27,MIG07-数据安全研究（深圳）,深圳
技术类,1,2018-04-27,WXG08-113 微信模式识别软件开发工程师（北京）,北京
技术类,1,2018-04-27,25924-后台开发高级工程师（深圳）,深圳
产品/项目类,1,2018-04-27,SNG08-QQ空间产品策划经理（深圳）,深圳
产品/项目类,1,2018-04-27,SNG06-增值服务商业策略分析（深圳）,深圳
技术类,1,2018-04-27,SNG11-高级自然语言处理工程师（深圳）,深圳
内容编辑类,1,2018-04-27,SNG06-手Q动漫资深编辑（深圳）,深圳
设计类,1,2018-04-27,22025-建造类沙盒资深3D关卡设计（深圳）,深圳
,1,2018-04-27,14914-社交网络事业群公关经理（深圳）,深圳
职能类,3,2018-04-27,WXG08-511 微信事业群部门秘书（广州）,广州
市场类,2,2018-04-27,21226-Senior Business Analysis Manager(ShenZhen),深圳
产品/项目类,3,2018-04-27,21226-Senior Overseas Publishing Manager（ShenZhen）,深圳
产品/项目类,2,2018-04-27,21226-Overseas Game Publishing Producer（ShenZhen）,深圳
产品/项目类,1,2018-04-27,SNG08-渠道运营管理经理（深圳）,深圳
职能类,1,2018-04-27,AQ-产品安全经理（广州）,广州
职能类,1,2018-04-27,AQ-产品安全经理（深圳）,深圳
市场类,1,2018-04-27,22990-视频云商务拓展经理（深圳）,深圳
市场类,1,2018-04-27,22990-视频云商务拓展经理（北京）,北京
技术类,2,2018-04-27,19116-互联网+nodejs前端开发工程师（深圳）,深圳
技术类,2,2018-04-27,SNG01-QQ-自然语言处理专家（深圳）,深圳
技术类,2,2018-04-27,22989-腾讯云行业架构师（成都）,成都
技术类,2,2018-04-27,22989-腾讯云行业架构师（北京）,北京
技术类,2,2018-04-27,22989-腾讯云行业架构师（深圳）,深圳
产品/项目类,2,2018-04-27,22989-腾讯云存储高级产品运营经理（深圳/北京）,深圳
产品/项目类,2,2018-04-27,22989-腾讯云存储高级产品策划经理（深圳/北京）,深圳
技术类,2,2018-04-27,SNG07-云测试高级工程师（成都）,成都
技术类,1,2018-04-27,15571-unreal引擎开发工程师（深圳）,深圳
技术类,1,2018-04-27,22989-腾讯云日志服务后台开发工程师（北京）,北京
技术类,2,2018-04-27,TEG13-spark大数据平台开发工程师（深圳）,深圳
技术类,1,2018-04-27,TEG13-视觉算法工程师（深圳）,深圳
产品/项目类,2,2018-04-27,22989-腾讯云PAAS产品中心产品经理（深圳）,深圳
市场类,1,2018-04-27,MIG05-应用宝高级品牌经理（深圳）,深圳
技术类,2,2018-04-27,MIG07-安全大数据分析工程师（深圳）,深圳
产品/项目类,1,2018-04-27,SNG08-天天P图开放合作策划（上海）,上海
技术类,1,2018-04-27,22989-iOS高级研发工程师（深圳）,深圳
技术类,1,2018-04-27,22989-Android高级研发工程师,深圳
产品/项目类,1,2018-04-27,19116-互联网+医疗产品运营经理（深圳）,深圳
市场类,1,2018-04-27,23518-移动游戏渠道商务拓展经理（新兴垂直渠道）,深圳
技术类,3,2018-04-27,CS-c/c++后台开发工程师（深圳）,深圳
职能类,1,2018-04-27,S2-税务管理（深圳）,深圳
产品/项目类,1,2018-04-27,18402-移动游戏本地化商业化活动策划（北京）,北京
职能类,1,2018-04-27,CG-采购流程管理,深圳
技术类,1,2018-04-27,WXG08-122 微信高级数据挖掘算法工程师（深圳）,深圳
技术类,3,2018-04-27,25663-智慧零售行业研发工程师（深圳/成都/北京）,成都
技术类,1,2018-04-27,SNG08-社交平台iOS开发工程师（上海）,上海
内容编辑类,1,2018-04-27,SNG08-运营编辑（北京）,北京
产品/项目类,1,2018-04-27,15575-《王者荣耀》资深数值策划（成都）,成都
技术类,1,2018-04-27,22989-腾讯云服务器硬件运营高级工程师（深圳）,深圳
技术类,1,2018-04-27,22989-腾讯云资深运营开发工程师（深圳）,深圳
技术类,2,2018-04-27,15573-MMORPG后台开发高级工程师（上海）,上海
技术类,2,2018-04-27,23671-IOS开发高级工程师(北京）,北京
产品/项目类,1,2018-04-27,MIG06-硬件开发工程架构师（深圳）,深圳
设计类,2,2018-04-27,15579-3D游戏特效设计（深圳）,深圳
技术类,1,2018-04-27,SNG02-IOT C++开发工程师（深圳）,深圳
技术类,1,2018-04-27,TEG09-计算平台研发工程师（深圳）,深圳
技术类,2,2018-04-27,22989-腾讯云运营系统研发工程师,深圳
产品/项目类,1,2018-04-27,MIG06-搜索策略高级产品经理（深圳）,深圳
技术类,3,2018-04-27,SNG02-自然语言处理高级研发工程师（北京）,北京
技术类,1,2018-04-27,15570-端游引擎开发工程师（深圳）,深圳
技术类,2,2018-04-27,22989-高级系统技术工程师（深圳）,深圳
技术类,1,2018-04-27,TEG04-web前端开发工程师（深圳）,深圳
职能类,1,2018-04-27,20764-政府及公共事务经理,北京
技术类,1,2018-04-27,MIG03-无线过程改进工程师（深圳）,深圳
产品/项目类,3,2018-04-27,23518-移动游戏渠道运营策划（精品游戏）,深圳
职能类,2,2018-04-27,9615-CDG部门秘书（深圳）,深圳
职能类,1,2018-04-27,AQ-安全责任经理（北京）,北京
市场类,2,2018-04-27,22968-华南汽车行业销售（广州）,广州
,1,2018-04-27,TB-Investment Associate / Sr. Associate,北京
技术类,1,2018-04-27,23671-高级广告算法工程师 （深圳）,深圳
技术类,1,2018-04-27,23671-高级广告后台工程师（深圳）,深圳
产品/项目类,1,2018-04-27,MIG10-产品运营（深圳）,深圳
产品/项目类,1,2018-04-27,SNG06-手Q动漫社群运营经理(深圳）,深圳
技术类,1,2018-04-27,MIG06-IOS开发工程师（深圳）,深圳
技术类,1,2018-04-27,HY1-Web前端开发(深圳),深圳
设计类,1,2018-04-27,MIG08-视觉设计师(广州)（腾讯WiFi管家）,广州
产品/项目类,1,2018-04-27,MIG10-微回收渠道产品运营经理（深圳）,深圳
技术类,1,2018-04-27,21062-网站开发（上海）,上海
技术类,2,2018-04-27,SNG16-腾讯音乐Android高级工程师（深圳）,深圳
产品/项目类,2,2018-04-27,15573-手游高级策划（上海）,上海
内容编辑类,1,2018-04-27,SNG06-手Q漫画编辑 （深圳）,深圳
技术类,1,2018-04-27,OMG097-数据分析工程师(深圳),深圳
技术类,1,2018-04-27,OMG097-数据开发工程师（深圳）,深圳
技术类,1,2018-04-27,OMG097-数据开发工程师（深圳）,深圳
技术类,2,2018-04-27,TEG03-高级研发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,SNG06-鹅漫U品产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,15575-《王者荣耀》赛事产品经理（成都）,成都
产品/项目类,1,2018-04-27,15612-MMORPG剧情策划师（北京）,北京
职能类,1,2018-04-27,AQ-安全标准经理（北京）,北京
产品/项目类,1,2018-04-27,21227-移动游戏运营PM,深圳
产品/项目类,1,2018-04-27,21227-产品优化及本地化,深圳
产品/项目类,1,2018-04-27,21227-移动游戏版本管理（深圳）,深圳
技术类,1,2018-04-27,SA-腾讯社交广告算法专家（微信广告 深圳）,深圳
技术类,1,2018-04-27,OMG097-腾讯视频业务运维（深圳）,深圳
技术类,2,2018-04-27,SNG02-腾讯云音视频研发高级工程师（深圳）,深圳
技术类,3,2018-04-27,15581-欢乐游戏新项目Unity开发工程师（深圳）,深圳
技术类,1,2018-04-27,18435-.net前端开发工程师（深圳）,深圳
技术类,1,2018-04-27,15585-斗战神端游后台开发,深圳
产品/项目类,1,2018-04-27,15575-《王者荣耀》周边产品开发经理（成都）,成都
职能类,1,2018-04-27,HGJ-Legal Counsel (Technology Transactions),深圳
市场类,2,2018-04-27,22990-渠道销售经理（深圳）,深圳
产品/项目类,1,2018-04-27,15575-《王者荣耀》IP内容运营（成都）,成都
产品/项目类,2,2018-04-27,22989-腾讯云资质认证项目经理（深圳）,深圳
技术类,1,2018-04-27,18435-风险数据挖掘高级工程师（深圳）,深圳
市场类,1,2018-04-27,16078-金融行业商务拓展经理,北京
技术类,1,2018-04-27,MIG16-Android研发工程师(深圳),深圳
技术类,1,2018-04-27,RP-应用开发工程师（深圳）,深圳
技术类,2,2018-04-27,22989-腾讯云中间件网关研发高级工程师（深圳）,深圳
产品/项目类,1,2018-04-27,MIG06-硬件项目经理（深圳）,深圳
设计类,1,2018-04-27,21062-资深UnrealEngine技术美术（上海）,上海
技术类,1,2018-04-27,WXG02-112 微信技术运营后台开发工程师（广州）,广州
技术类,1,2018-04-27,WXG02-113 微信后台开发高级工程师（广州）,广州
技术类,1,2018-04-27,SNG06-企鹅电竞Android开发工程师（深圳）,深圳
,1,2018-04-27,14914-互动传播经理（深圳）,深圳
产品/项目类,1,2018-04-27,MIG16-地图数据众包高级产品经理（北京）,北京
技术类,1,2018-04-27,18436-高级web前端开发工程师（深圳）,深圳
技术类,1,2018-04-27,18436-Spark高级工程师（深圳）,深圳
产品/项目类,2,2018-04-27,22989-腾讯云官网流量运营经理（SEO方向）（深圳）,深圳
技术类,2,2018-04-27,SA-腾讯社交广告服务端PHP高级开发工程师（研发中心 北京）,北京
产品/项目类,2,2018-04-27,SNG17-QQ支付产品策划经理（深圳）,深圳
产品/项目类,1,2018-04-27,22989-腾讯云国际版计费高级产品经理（）,深圳
职能类,1,2018-04-27,MIG01-行政经理,深圳
市场类,1,2018-04-27,24491-王者荣耀全球版-海外渠道经理（深圳）,深圳
技术类,2,2018-04-27,TEG09-移动端公共组件C++开发工程师,深圳
技术类,2,2018-04-27,TEG12-高级PHP开发工程师（深圳）,深圳
技术类,1,2018-04-27,17757-后台开发工程师（北京）,北京
产品/项目类,1,2018-04-27,15573-SLG手游高级策划（上海）,上海
技术类,1,2018-04-27,SNG06-企鹅电竞Android高级开发工程师（深圳）,深圳
技术类,1,2018-04-27,22989-数据库方向后台开发高级工程师（深圳）,深圳
技术类,1,2018-04-27,15851-前端开发工程师,深圳
技术类,1,2018-04-27,15851-后台开发工程师,深圳
设计类,2,2018-04-27,15612-次世代3D角色美术（美术）（北京）,北京
技术类,1,2018-04-27,MIG09-NLP算法高级工程师,深圳
